ID,Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,Criminal Record,PokéBall Usage,Win Ratio,Number of Gym Badges,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Debt to Kanto,Charity Participation,Team Rocket
4233,58,Saffron City,0.0,Police Officer,Fairy,70,0,DuskBall,20,3,0,Defensive,2,0,683,1,
4234,40,Pewter City,0.0,Breeder,Steel,34,0,HealBall,32,0,0,Unpredictable,3,0,41426,1,
4235,10,Pallet Town,0.0,Underground Battler,Dark,28,0,LuxuryBall,57,0,0,Defensive,12,0,11530,1,
4236,17,Celadon City,0.0,Breeder,Electric,41,0,UltraBall,80,2,0,Aggressive,19,0,34167,1,
4237,23,Saffron City,1.0,Rocket Grunt,Ground,34,0,NetBall,57,0,0,Unpredictable,22,0,46663,1,
4238,25,Cinnabar Island,2.0,Nurse,Poison,95,0,UltraBall,71,6,0,Aggressive,9,0,55042,1,
4239,61,Fuchsia City,1.0,Breeder,Dragon,28,0,UltraBall,82,0,0,Aggressive,8,0,59593,1,
4240,19,Pallet Town,1.0,Scientist,Bug,72,0,GreatBall,61,2,0,Defensive,22,0,47250,1,
4241,63,Viridian City,0.0,PokéMart Seller,Water,79,0,UltraBall,59,0,0,Defensive,11,0,67728,1,
4242,23,Vermilion City,0.0,Biker,Dragon,91,0,PokéBall,52,4,0,Unpredictable,1,0,72183,1,
4243,45,Saffron City,0.0,Fisherman,Flying,20,0,UltraBall,75,8,0,Defensive,23,0,83703,1,
4244,26,Vermilion City,1.0,Researcher,Flying,97,0,HealBall,69,8,0,Unpredictable,0,0,24299,1,
4245,36,Lavender Town,1.0,Biker,Dragon,73,0,DarkBall,40,2,0,Aggressive,16,0,281586,0,
4246,30,Pewter City,0.0,Black Market Dealer,Grass,34,0,LuxuryBall,46,5,0,Aggressive,7,0,25976,1,
4247,29,Cinnabar Island,2.0,Biker,Rock,52,0,UltraBall,73,6,0,Aggressive,5,0,1311,1,
4248,44,Cinnabar Island,0.0,Rocket Grunt,Ice,37,0,DarkBall,23,1,0,Defensive,19,0,28505,1,
4249,49,Pallet Town,1.0,PokéMart Seller,Ice,100,0,LuxuryBall,34,0,0,Defensive,9,0,29333,1,
4250,70,Vermilion City,1.0,PokéMart Seller,Ice,10,0,TimerBall,39,3,0,Unpredictable,4,0,61974,1,
4251,58,Cerulean City,1.0,PokéMart Seller,Steel,25,0,HealBall,64,8,0,Defensive,17,0,97356,1,
4252,62,Cerulean City,1.0,Fisherman,Rock,41,0,HealBall,43,1,0,Unpredictable,15,0,92693,1,
4253,39,Pewter City,1.0,Gym Leader Assistant,Electric,35,0,PokéBall,78,0,0,Defensive,0,0,56399,1,
4254,46,Cinnabar Island,1.0,Daycare Worker,Water,46,0,MasterBall,36,3,0,Unpredictable,2,0,85794,1,
4255,57,Cinnabar Island,2.0,Gym Leader Assistant,Dark,55,0,GreatBall,58,1,0,Defensive,1,0,79103,1,
4256,58,Fuchsia City,0.0,Police Officer,Poison,51,0,MasterBall,61,4,0,Aggressive,4,0,155543,1,
4257,66,Saffron City,1.0,Elite Trainer,Poison,71,0,GreatBall,74,1,0,Defensive,2,0,91011,1,
4258,62,Celadon City,0.0,Gym Leader Assistant,Ghost,100,0,DarkBall,22,1,0,Aggressive,2,0,95523,1,
4259,31,Lavender Town,2.0,Underground Battler,Rock,89,0,HealBall,20,1,0,Defensive,15,0,7778,1,
4260,29,Pewter City,1.0,Champion,Ghost,100,0,DarkBall,42,2,0,Aggressive,11,0,68672,1,
4261,39,Cerulean City,1.0,Fisherman,Bug,24,0,UltraBall,83,2,0,Aggressive,23,0,18446,1,
4262,22,Viridian City,2.0,Researcher,Normal,63,0,MasterBall,76,0,0,Aggressive,15,0,78379,1,
4263,16,Saffron City,0.0,PokéMart Seller,Bug,76,0,PokéBall,35,3,0,Defensive,15,0,79070,1,
4264,62,Cerulean City,0.0,Breeder,Rock,63,0,DuskBall,20,1,0,Aggressive,12,0,99896,1,
4265,59,Celadon City,0.0,Researcher,Fairy,53,0,NetBall,84,5,0,Defensive,12,0,73188,1,
4266,18,Pewter City,1.0,Fisherman,Fire,6,0,UltraBall,46,0,0,Unpredictable,22,0,77830,1,
4267,66,Cerulean City,1.0,Champion,Poison,68,0,DarkBall,31,2,0,Aggressive,3,0,57371,1,
4268,24,Lavender Town,1.0,Casino Worker,Electric,95,0,NetBall,67,0,0,Defensive,29,0,43200,1,
4269,56,Lavender Town,0.0,Researcher,Steel,93,0,HealBall,44,3,0,Defensive,15,0,1314,1,
4270,69,Viridian City,0.0,Fisherman,Ground,61,0,HealBall,40,1,0,Aggressive,15,0,7097,1,
4271,45,Saffron City,0.0,PokéMart Seller,Poison,30,0,UltraBall,31,2,0,Unpredictable,5,1,338769,1,
4272,10,Celadon City,0.0,Elite Trainer,Grass,81,0,LuxuryBall,65,3,0,Defensive,4,0,26759,1,
4273,24,Celadon City,1.0,Daycare Worker,Rock,89,0,DarkBall,48,0,0,Defensive,9,0,18692,1,
4274,31,Cerulean City,1.0,Gym Leader Assistant,Poison,59,0,MasterBall,73,6,1,Unpredictable,12,0,175859,0,
4275,70,Lavender Town,1.0,Daycare Worker,Flying,100,0,PokéBall,22,2,0,Unpredictable,24,0,13485,1,
4276,30,Celadon City,2.0,PokéMart Seller,Rock,41,0,TimerBall,46,3,0,Unpredictable,4,0,74961,1,
4277,42,Cinnabar Island,1.0,Daycare Worker,Flying,64,0,HealBall,31,4,0,Unpredictable,25,0,28964,1,
4278,28,Cinnabar Island,0.0,Biker,Dark,94,0,HealBall,87,2,0,Unpredictable,9,0,233220,1,
4279,15,Viridian City,0.0,Elite Trainer,Ice,28,0,TimerBall,59,4,0,Unpredictable,11,0,96204,1,
4280,57,Lavender Town,1.0,Gym Leader Assistant,Fire,15,0,PokéBall,20,6,0,Aggressive,12,0,41618,1,
4281,34,Fuchsia City,1.0,Rocket Grunt,Poison,77,0,DuskBall,54,0,0,Defensive,25,0,36934,1,
4282,47,Pewter City,0.0,Biker,Dark,98,0,LuxuryBall,58,4,0,Aggressive,13,0,70700,1,
4283,14,Viridian City,1.0,PokéMart Seller,Rock,86,0,NetBall,84,0,0,Defensive,18,0,77356,1,
4284,15,Vermilion City,1.0,Scientist,Steel,20,0,TimerBall,50,0,0,Defensive,16,0,94586,1,
4285,30,Fuchsia City,2.0,Rocket Grunt,Fighting,92,0,TimerBall,48,7,0,Defensive,0,0,52159,1,
4286,35,Cinnabar Island,1.0,Biker,Flying,9,0,UltraBall,51,4,0,Unpredictable,21,0,48689,1,
4287,50,Pewter City,0.0,Biker,Dark,54,0,NetBall,70,6,0,Aggressive,0,0,33838,1,
4288,17,Pallet Town,2.0,Police Officer,Water,86,0,MasterBall,32,3,0,Unpredictable,24,0,80966,1,
4289,56,Fuchsia City,1.0,Breeder,Dragon,34,0,DarkBall,43,3,0,Unpredictable,11,0,74471,1,
4290,64,Lavender Town,1.0,Police Officer,Dark,37,0,GreatBall,77,1,0,Defensive,12,0,46731,1,
4291,64,Viridian City,1.0,Researcher,Steel,11,0,DarkBall,51,4,0,Defensive,21,0,94507,1,
4292,34,Pewter City,0.0,Police Officer,Electric,21,0,PokéBall,79,3,0,Unpredictable,7,0,85942,1,
4293,45,Viridian City,1.0,Fisherman,Flying,78,0,MasterBall,37,6,0,Aggressive,18,0,81775,1,
4294,58,Lavender Town,2.0,Gym Leader Assistant,Fairy,46,0,DuskBall,37,0,0,Aggressive,15,0,4800,1,
4295,52,Pallet Town,0.0,Biker,Electric,18,0,UltraBall,35,1,0,Defensive,15,0,21806,1,
4296,18,Vermilion City,1.0,Gym Leader Assistant,Fairy,12,0,PokéBall,60,2,0,Aggressive,1,0,62190,1,
4297,52,Cerulean City,2.0,Daycare Worker,Rock,66,0,LuxuryBall,37,4,0,Defensive,18,0,74823,1,
4298,21,Vermilion City,0.0,Champion,Electric,100,0,MasterBall,77,0,0,Defensive,5,0,50166,1,
4299,61,Vermilion City,0.0,Rocket Grunt,Fire,50,0,LuxuryBall,78,0,0,Unpredictable,22,0,52370,1,
4300,55,Pewter City,0.0,Daycare Worker,Dark,18,0,MasterBall,78,4,0,Aggressive,11,0,85553,1,
4301,54,Saffron City,0.0,Police Officer,Fighting,49,0,LuxuryBall,31,3,0,Aggressive,9,0,97920,1,
4302,32,Fuchsia City,0.0,Elite Trainer,Flying,49,1,NetBall,31,0,0,Aggressive,10,0,256934,0,
4303,48,Cerulean City,0.0,Underground Battler,Ghost,98,0,HealBall,57,3,0,Defensive,4,0,48058,1,
4304,68,Vermilion City,2.0,Scientist,Flying,77,0,DuskBall,82,5,0,Defensive,9,0,8673,1,
4305,35,Vermilion City,1.0,Fisherman,Flying,42,0,HealBall,55,2,0,Unpredictable,22,0,86047,1,
4306,18,Pewter City,2.0,Black Market Dealer,Grass,94,0,NetBall,40,2,0,Unpredictable,9,0,49955,1,
4307,45,Pallet Town,1.0,Elite Trainer,Grass,50,0,HealBall,50,3,0,Aggressive,19,0,94595,1,
4308,67,Fuchsia City,1.0,Scientist,Fire,46,1,GreatBall,34,0,0,Aggressive,30,0,40208,1,
4309,57,Celadon City,0.0,Underground Battler,Steel,24,0,DarkBall,56,4,0,Unpredictable,6,0,9420,1,
4310,17,Saffron City,1.0,Rocket Grunt,Bug,23,0,UltraBall,23,4,0,Defensive,4,0,85987,1,
4311,65,Lavender Town,0.0,Researcher,Fairy,79,0,MasterBall,46,1,0,Defensive,18,0,70273,1,
4312,21,Vermilion City,2.0,Daycare Worker,Psychic,92,0,PokéBall,40,3,0,Defensive,18,0,55129,1,
4313,54,Fuchsia City,2.0,Elite Trainer,Steel,79,0,UltraBall,50,0,0,Defensive,1,0,10460,1,
4314,39,Celadon City,1.0,Nurse,Ice,96,1,GreatBall,69,0,0,Unpredictable,16,0,311148,0,
4315,52,Cerulean City,0.0,PokéMart Seller,Fire,91,0,NetBall,65,2,0,Aggressive,22,0,33576,1,
4316,52,Cerulean City,2.0,Casino Worker,Water,64,0,TimerBall,69,1,0,Aggressive,9,0,64339,1,
4317,11,Lavender Town,1.0,Rocket Grunt,Ghost,17,0,NetBall,74,3,0,Defensive,17,0,37706,1,
4318,35,Fuchsia City,0.0,PokéMart Seller,Steel,18,0,DarkBall,45,2,0,Unpredictable,7,0,82914,1,
4319,54,Vermilion City,1.0,PokéMart Seller,Flying,91,0,GreatBall,78,1,0,Aggressive,21,0,7064,1,
4320,32,Viridian City,0.0,Biker,Fire,57,0,LuxuryBall,60,4,0,Aggressive,19,0,97992,1,
4321,38,Fuchsia City,0.0,Daycare Worker,Rock,10,0,MasterBall,69,1,0,Defensive,6,0,35023,1,
4322,37,Celadon City,1.0,Casino Worker,Dark,47,0,HealBall,66,3,0,Aggressive,15,0,3081,1,
4323,65,Lavender Town,1.0,Nurse,Dark,36,0,GreatBall,71,1,0,Aggressive,7,0,67378,1,
4324,31,Saffron City,0.0,PokéMart Seller,Flying,63,0,DuskBall,72,1,0,Unpredictable,13,0,37768,1,
4325,52,Cinnabar Island,0.0,Gym Leader Assistant,Ground,9,0,MasterBall,64,2,0,Unpredictable,23,0,15477,1,
4326,38,Saffron City,1.0,Rocket Grunt,Steel,92,0,LuxuryBall,50,5,0,Unpredictable,23,0,42078,1,
4327,26,Pallet Town,0.0,Gym Leader Assistant,Dragon,89,0,PokéBall,31,2,0,Unpredictable,8,0,69525,1,
4328,50,Lavender Town,2.0,Rocket Grunt,Steel,7,0,DuskBall,22,1,0,Unpredictable,2,0,71900,1,
4329,31,Vermilion City,1.0,Rocket Grunt,Ground,53,0,UltraBall,24,4,0,Defensive,19,0,66027,1,
4330,14,Vermilion City,1.0,Daycare Worker,Ice,6,0,DuskBall,57,4,0,Aggressive,17,0,92737,1,
4331,33,Celadon City,1.0,Daycare Worker,Flying,90,0,GreatBall,22,5,0,Aggressive,15,0,21358,1,
4332,20,Viridian City,2.0,Breeder,Dark,79,0,LuxuryBall,47,5,0,Aggressive,5,0,7959,1,
4333,29,Viridian City,1.0,Biker,Rock,90,0,NetBall,52,5,0,Unpredictable,5,0,32729,1,
4334,25,Pallet Town,0.0,Police Officer,Flying,32,0,GreatBall,36,3,0,Aggressive,3,0,95901,1,
4335,67,Pewter City,1.0,PokéMart Seller,Water,74,0,HealBall,65,3,0,Aggressive,10,0,33784,1,
4336,14,Pewter City,1.0,Biker,Ghost,90,0,NetBall,50,0,0,Unpredictable,20,0,37220,1,
4337,55,Cerulean City,1.0,Elite Trainer,Water,32,0,GreatBall,63,2,0,Aggressive,1,0,18198,1,
4338,51,Saffron City,2.0,Casino Worker,Ground,25,0,PokéBall,36,2,0,Defensive,12,0,96379,1,
4339,60,Vermilion City,1.0,Researcher,Grass,17,0,DuskBall,70,1,0,Defensive,6,0,28316,0,
4340,52,Pewter City,1.0,Underground Battler,Rock,27,0,LuxuryBall,85,3,0,Defensive,3,1,230806,1,
4341,26,Vermilion City,0.0,Champion,Electric,40,0,PokéBall,74,1,0,Defensive,3,0,87935,1,
4342,29,Fuchsia City,0.0,Casino Worker,Electric,62,0,DuskBall,76,2,0,Defensive,3,0,54216,1,
4343,65,Fuchsia City,0.0,Scientist,Dark,85,0,NetBall,53,3,0,Unpredictable,21,0,64739,1,
4344,33,Saffron City,1.0,Champion,Normal,51,0,UltraBall,45,2,0,Unpredictable,4,0,28649,1,
4345,25,Cerulean City,0.0,Biker,Poison,84,0,UltraBall,33,0,0,Defensive,24,0,18714,1,
4346,62,Cerulean City,2.0,Biker,Psychic,33,0,HealBall,57,0,0,Aggressive,10,0,65255,1,
4347,47,Vermilion City,2.0,Breeder,Dark,83,0,NetBall,27,2,0,Defensive,3,0,57812,1,
4348,67,Pallet Town,0.0,Black Market Dealer,Poison,27,0,HealBall,25,0,0,Unpredictable,19,0,88416,1,
4349,57,Cerulean City,1.0,Gym Leader Assistant,Ghost,8,0,MasterBall,45,3,0,Unpredictable,5,0,571,1,
4350,43,Cinnabar Island,1.0,Scientist,Steel,8,0,GreatBall,38,3,0,Aggressive,3,0,11455,1,
4351,48,Viridian City,0.0,Scientist,Water,64,0,NetBall,36,7,0,Unpredictable,4,0,14423,1,
4352,15,Vermilion City,0.0,Police Officer,Fire,7,0,MasterBall,44,0,0,Aggressive,21,0,61492,1,
4353,24,Pallet Town,1.0,Underground Battler,Poison,66,0,UltraBall,54,0,0,Unpredictable,1,0,27333,1,
4354,24,Lavender Town,0.0,Breeder,Fighting,82,0,PokéBall,46,1,0,Aggressive,0,0,89916,1,
4355,20,Pewter City,2.0,PokéMart Seller,Dark,96,0,GreatBall,31,3,0,Unpredictable,0,0,7950,1,
4356,60,Saffron City,0.0,Police Officer,Ghost,6,0,DuskBall,72,3,0,Unpredictable,3,0,38821,1,
4357,67,Pallet Town,0.0,Daycare Worker,Flying,92,1,TimerBall,53,7,0,Defensive,12,1,397474,0,
4358,38,Cinnabar Island,1.0,Underground Battler,Fire,35,0,TimerBall,58,0,0,Unpredictable,12,0,9845,1,
4359,40,Viridian City,0.0,Daycare Worker,Dragon,12,0,HealBall,60,0,0,Unpredictable,10,0,23457,1,
4360,52,Celadon City,0.0,Underground Battler,Ground,12,0,DarkBall,43,3,0,Aggressive,4,0,72023,1,
4361,36,Viridian City,1.0,PokéMart Seller,Ice,94,0,NetBall,27,1,0,Aggressive,6,0,20309,1,
4362,63,Pallet Town,2.0,Casino Worker,Fighting,17,1,MasterBall,41,0,0,Unpredictable,4,1,281200,0,
4363,24,Cinnabar Island,1.0,Underground Battler,Flying,80,0,NetBall,38,1,0,Unpredictable,12,0,22170,1,
4364,21,Pallet Town,1.0,Casino Worker,Dark,51,0,TimerBall,29,3,0,Defensive,4,0,70412,1,
4365,34,Viridian City,0.0,Fisherman,Fighting,24,0,MasterBall,24,4,0,Unpredictable,12,0,70743,1,
4366,10,Cerulean City,0.0,Daycare Worker,Psychic,18,0,PokéBall,27,3,0,Aggressive,6,0,8252,1,
4367,41,Saffron City,1.0,Fisherman,Poison,55,0,PokéBall,46,3,0,Defensive,3,0,92404,1,
4368,20,Vermilion City,2.0,Nurse,Steel,85,0,GreatBall,32,0,0,Aggressive,17,0,16560,1,
4369,46,Pewter City,1.0,Breeder,Poison,72,0,DuskBall,53,5,0,Aggressive,11,0,86791,1,
4370,26,Lavender Town,0.0,PokéMart Seller,Fighting,18,0,UltraBall,35,2,0,Defensive,17,0,12652,1,
4371,32,Cinnabar Island,2.0,Daycare Worker,Psychic,68,0,GreatBall,78,0,0,Aggressive,18,0,31956,1,
4372,35,Viridian City,2.0,Rocket Grunt,Ghost,35,0,PokéBall,47,0,0,Aggressive,12,0,9639,1,
4373,45,Fuchsia City,1.0,Biker,Steel,81,1,PokéBall,63,0,0,Unpredictable,24,1,260755,0,
4374,38,Pewter City,0.0,Researcher,Flying,44,0,TimerBall,68,2,0,Unpredictable,0,0,48174,1,
4375,46,Viridian City,1.0,Nurse,Psychic,34,0,PokéBall,50,6,0,Unpredictable,9,0,38754,1,
4376,70,Pallet Town,0.0,Black Market Dealer,Fairy,84,0,MasterBall,37,0,0,Aggressive,7,0,95195,1,
4377,15,Lavender Town,0.0,Breeder,Fire,85,0,NetBall,31,2,0,Defensive,1,0,63539,1,
4378,11,Cerulean City,1.0,Breeder,Dragon,85,0,NetBall,72,1,0,Aggressive,19,0,11219,1,
4379,37,Pewter City,1.0,Daycare Worker,Steel,99,0,TimerBall,24,0,0,Aggressive,2,0,71539,1,
4380,10,Cerulean City,0.0,Elite Trainer,Flying,59,0,MasterBall,50,0,0,Aggressive,0,0,49604,1,
4381,11,Lavender Town,0.0,Nurse,Normal,92,0,GreatBall,73,0,0,Defensive,2,0,32846,1,
4382,21,Celadon City,0.0,Breeder,Water,27,0,DarkBall,35,0,0,Unpredictable,21,0,65351,1,
4383,42,Lavender Town,1.0,Gym Leader Assistant,Ground,90,0,LuxuryBall,56,4,0,Unpredictable,16,0,92878,1,
4384,46,Pallet Town,0.0,Biker,Rock,19,0,DarkBall,42,0,0,Defensive,10,0,10677,1,
4385,60,Lavender Town,2.0,Researcher,Grass,83,0,HealBall,53,0,0,Defensive,25,0,86095,1,
4386,32,Viridian City,0.0,Breeder,Poison,8,0,NetBall,53,1,0,Defensive,1,0,10294,1,
4387,57,Saffron City,2.0,Police Officer,Flying,60,0,DuskBall,60,4,0,Unpredictable,13,0,75397,1,
4388,37,Pallet Town,0.0,Police Officer,Poison,77,0,GreatBall,52,0,0,Unpredictable,16,0,60816,1,
4389,54,Vermilion City,0.0,Elite Trainer,Ground,30,0,LuxuryBall,44,1,0,Aggressive,9,0,55496,1,
4390,56,Celadon City,2.0,Breeder,Rock,14,0,GreatBall,74,0,0,Defensive,19,1,218101,0,
4391,51,Cinnabar Island,1.0,PokéMart Seller,Dark,76,0,HealBall,24,5,0,Unpredictable,18,0,85190,1,
4392,55,Viridian City,1.0,Elite Trainer,Fire,28,0,HealBall,33,0,0,Aggressive,10,0,5360,1,
4393,56,Celadon City,1.0,Underground Battler,Ghost,87,0,TimerBall,32,0,0,Aggressive,24,0,15074,1,
4394,15,Vermilion City,1.0,Elite Trainer,Steel,41,0,PokéBall,22,1,0,Defensive,13,0,6309,1,
4395,59,Lavender Town,0.0,Researcher,Grass,93,0,TimerBall,52,1,0,Unpredictable,19,0,79743,1,
4396,17,Viridian City,0.0,Daycare Worker,Steel,15,0,UltraBall,48,2,0,Defensive,11,0,9019,1,
4397,60,Celadon City,0.0,Nurse,Fighting,73,0,MasterBall,69,1,0,Aggressive,24,0,85895,1,
4398,41,Vermilion City,0.0,Breeder,Electric,38,0,GreatBall,77,4,0,Defensive,10,0,45860,1,
4399,46,Cinnabar Island,0.0,Nurse,Dark,34,0,DarkBall,63,3,0,Aggressive,8,0,14816,1,
4400,37,Fuchsia City,2.0,Rocket Grunt,Grass,72,0,TimerBall,84,4,0,Defensive,15,0,60090,1,
4401,61,Celadon City,1.0,Casino Worker,Water,22,0,HealBall,85,1,0,Defensive,0,0,17633,1,
4402,42,Pewter City,2.0,Casino Worker,Water,18,0,GreatBall,76,1,0,Defensive,14,0,16336,1,
4403,23,Cinnabar Island,1.0,Champion,Grass,9,0,LuxuryBall,31,1,0,Unpredictable,5,0,17047,1,
4404,44,Pallet Town,0.0,Scientist,Dark,12,0,GreatBall,77,0,0,Defensive,24,0,42980,1,
4405,18,Fuchsia City,0.0,Breeder,Fairy,88,0,MasterBall,51,2,0,Aggressive,10,0,46300,1,
4406,10,Lavender Town,0.0,Elite Trainer,Ice,86,0,LuxuryBall,85,6,0,Aggressive,24,0,95099,1,
4407,23,Cinnabar Island,1.0,Nurse,Fire,8,0,DuskBall,73,3,0,Unpredictable,6,0,69890,1,
4408,52,Cerulean City,0.0,Researcher,Rock,71,0,PokéBall,30,6,0,Unpredictable,19,0,38475,1,
4409,28,Fuchsia City,1.0,Gym Leader Assistant,Psychic,59,0,NetBall,26,0,0,Unpredictable,6,0,51568,1,
4410,38,Pallet Town,0.0,Daycare Worker,Dragon,78,1,NetBall,68,0,0,Aggressive,25,0,321486,1,
4411,63,Pallet Town,0.0,Daycare Worker,Fighting,29,0,DarkBall,30,5,0,Defensive,1,0,75036,1,
4412,24,Viridian City,0.0,Nurse,Steel,6,0,UltraBall,29,0,0,Defensive,8,0,60700,1,
4413,16,Fuchsia City,1.0,Elite Trainer,Bug,59,0,MasterBall,34,1,0,Aggressive,14,0,24687,1,
4414,45,Vermilion City,0.0,Underground Battler,Grass,68,0,GreatBall,22,5,0,Defensive,11,0,89954,1,
4415,10,Lavender Town,1.0,Gym Leader Assistant,Poison,79,0,LuxuryBall,29,1,0,Unpredictable,0,0,19512,1,
4416,41,Celadon City,1.0,Gym Leader Assistant,Ground,79,0,TimerBall,45,3,0,Defensive,23,0,10838,1,
4417,41,Fuchsia City,1.0,Casino Worker,Steel,31,0,MasterBall,44,1,0,Unpredictable,23,0,48527,1,
4418,48,Lavender Town,0.0,Underground Battler,Grass,75,0,PokéBall,34,2,0,Defensive,16,0,14246,1,
4419,30,Fuchsia City,0.0,Biker,Water,21,0,HealBall,83,0,0,Defensive,16,0,28656,1,
4420,28,Pallet Town,2.0,Daycare Worker,Bug,19,0,MasterBall,37,3,0,Aggressive,24,0,82436,1,
4421,41,Pallet Town,1.0,Underground Battler,Water,99,0,TimerBall,23,2,0,Defensive,4,0,22989,1,
4422,26,Viridian City,0.0,Elite Trainer,Dark,84,0,DuskBall,74,2,0,Aggressive,12,0,86536,1,
4423,13,Fuchsia City,1.0,Gym Leader Assistant,Grass,62,0,DarkBall,33,6,0,Defensive,23,1,98679,0,
4424,37,Celadon City,1.0,Nurse,Ground,46,0,NetBall,59,1,0,Defensive,17,0,138500,0,
4425,65,Viridian City,1.0,Breeder,Steel,16,0,DarkBall,39,3,0,Defensive,16,0,8312,1,
4426,27,Lavender Town,1.0,Nurse,Psychic,69,0,DuskBall,79,1,0,Unpredictable,22,0,390,1,
4427,32,Cerulean City,1.0,PokéMart Seller,Grass,40,0,UltraBall,44,3,0,Defensive,15,0,21129,1,
4428,36,Saffron City,0.0,Champion,Flying,61,0,GreatBall,40,3,0,Unpredictable,6,0,62673,1,
4429,48,Vermilion City,0.0,Underground Battler,Bug,7,0,PokéBall,48,4,0,Defensive,7,0,67935,1,
4430,42,Cerulean City,1.0,Daycare Worker,Bug,61,0,DuskBall,44,4,0,Defensive,20,0,22260,1,
4431,26,Viridian City,0.0,Breeder,Normal,5,0,DuskBall,70,4,0,Defensive,6,0,8399,1,
4432,19,Viridian City,2.0,Biker,Poison,22,0,LuxuryBall,70,4,0,Unpredictable,9,0,19136,1,
4433,25,Cinnabar Island,1.0,Daycare Worker,Poison,19,0,DarkBall,63,5,0,Aggressive,0,0,74156,1,
4434,45,Saffron City,2.0,Rocket Grunt,Fire,86,0,PokéBall,55,1,0,Unpredictable,18,0,43747,1,
4435,57,Pallet Town,0.0,PokéMart Seller,Water,20,0,TimerBall,28,5,0,Aggressive,0,0,76718,1,
4436,23,Cinnabar Island,1.0,Black Market Dealer,Electric,91,0,TimerBall,76,2,0,Aggressive,0,0,18268,1,
4437,26,Viridian City,1.0,Elite Trainer,Flying,53,0,UltraBall,54,1,0,Unpredictable,14,0,23547,1,
4438,21,Celadon City,0.0,Fisherman,Dark,80,0,NetBall,70,3,0,Defensive,7,0,1222,1,
4439,12,Celadon City,1.0,Scientist,Fighting,77,0,UltraBall,41,0,0,Aggressive,18,0,389677,0,
4440,69,Fuchsia City,1.0,Fisherman,Dark,68,0,DuskBall,77,2,0,Aggressive,6,0,87744,1,
4441,28,Vermilion City,1.0,Champion,Poison,58,0,MasterBall,78,1,0,Defensive,7,0,28636,1,
4442,70,Pewter City,2.0,PokéMart Seller,Ghost,78,0,TimerBall,67,0,0,Unpredictable,22,0,7794,1,
4443,18,Fuchsia City,1.0,Black Market Dealer,Dark,19,0,LuxuryBall,62,0,0,Defensive,21,0,251051,1,
4444,44,Viridian City,0.0,Gym Leader Assistant,Dragon,9,0,DuskBall,66,0,0,Aggressive,20,0,43876,1,
4445,44,Fuchsia City,0.0,Daycare Worker,Rock,75,0,LuxuryBall,36,1,0,Defensive,8,0,63466,1,
4446,63,Cerulean City,0.0,Police Officer,Ice,19,0,LuxuryBall,84,3,0,Defensive,11,0,68856,1,
4447,27,Celadon City,1.0,Daycare Worker,Fighting,54,0,DarkBall,64,5,0,Unpredictable,3,0,24903,1,
4448,62,Viridian City,1.0,PokéMart Seller,Dragon,7,0,NetBall,59,0,0,Defensive,6,0,49771,1,
4449,15,Cerulean City,0.0,Fisherman,Grass,72,0,HealBall,80,0,0,Unpredictable,1,0,69860,1,
4450,63,Lavender Town,1.0,Nurse,Grass,93,0,TimerBall,47,5,0,Unpredictable,18,0,89379,1,
4451,32,Viridian City,1.0,Fisherman,Dragon,80,0,UltraBall,80,0,0,Aggressive,16,0,39862,1,
4452,48,Pewter City,2.0,Scientist,Water,32,0,NetBall,50,1,0,Unpredictable,8,0,30393,1,
4453,38,Fuchsia City,0.0,Gym Leader Assistant,Flying,86,0,DuskBall,71,2,0,Unpredictable,3,0,78305,1,
4454,61,Lavender Town,1.0,Nurse,Water,39,0,PokéBall,60,3,0,Unpredictable,25,0,34488,1,
4455,45,Celadon City,1.0,Fisherman,Water,31,0,MasterBall,80,3,0,Aggressive,23,0,58792,1,
4456,19,Vermilion City,0.0,Nurse,Ghost,38,0,PokéBall,48,0,0,Unpredictable,10,0,192890,0,
4457,19,Cerulean City,0.0,Breeder,Ice,7,0,GreatBall,70,0,0,Unpredictable,20,0,50995,1,
4458,19,Cinnabar Island,2.0,Gym Leader Assistant,Flying,24,0,GreatBall,78,0,0,Defensive,14,0,38639,1,
4459,24,Lavender Town,0.0,Scientist,Normal,53,0,MasterBall,65,2,0,Aggressive,3,0,25041,1,
4460,33,Celadon City,1.0,Rocket Grunt,Fairy,22,0,GreatBall,44,2,0,Unpredictable,0,0,35750,1,
4461,32,Pallet Town,0.0,Black Market Dealer,Poison,95,0,DuskBall,32,1,0,Unpredictable,12,0,46463,1,
4462,17,Pallet Town,0.0,Scientist,Flying,41,0,MasterBall,32,3,0,Aggressive,16,0,20211,1,
4463,26,Celadon City,1.0,Scientist,Fire,32,0,TimerBall,80,0,0,Unpredictable,20,0,73256,1,
4464,14,Cerulean City,1.0,Biker,Dragon,89,0,DuskBall,27,3,0,Aggressive,25,0,18595,1,
4465,61,Cerulean City,1.0,Researcher,Poison,89,0,GreatBall,23,8,0,Defensive,23,0,13783,1,
4466,39,Pallet Town,0.0,Champion,Fighting,67,0,DarkBall,66,5,0,Defensive,9,0,8089,1,
4467,58,Cerulean City,1.0,Police Officer,Fire,32,0,GreatBall,24,3,0,Aggressive,4,0,23162,1,
