ID,Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,Criminal Record,PokéBall Usage,Win Ratio,Number of Gym Badges,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Debt to Kanto,Charity Participation,Team Rocket
755,60,Cinnabar Island,0.0,PokéMart Seller,Dark,63,0,UltraBall,83,1,0,Unpredictable,2,0,95128,1,No
756,57,Pewter City,2.0,Researcher,Water,71,0,MasterBall,80,3,0,Defensive,10,0,77438,1,No
757,48,Pallet Town,1.0,Black Market Dealer,Ground,48,0,TimerBall,55,5,0,Unpredictable,23,0,79776,1,No
758,70,Fuchsia City,2.0,Elite Trainer,Water,10,0,GreatBall,65,1,0,Unpredictable,14,0,72529,1,No
759,47,Cerulean City,0.0,Underground Battler,Normal,73,0,NetBall,25,0,0,Defensive,5,0,60190,1,No
760,50,Cinnabar Island,0.0,Researcher,Poison,75,0,DarkBall,43,3,0,Unpredictable,25,0,63633,1,No
761,32,Pewter City,1.0,Casino Worker,Normal,38,0,HealBall,52,5,0,Unpredictable,22,0,146849,0,Yes
762,23,Celadon City,0.0,Nurse,Normal,58,0,UltraBall,76,1,0,Defensive,9,0,80445,1,No
763,27,Cerulean City,0.0,Researcher,Ghost,49,0,NetBall,66,0,0,Unpredictable,11,0,77071,1,No
764,25,Lavender Town,0.0,Daycare Worker,Poison,7,0,PokéBall,82,4,0,Aggressive,24,0,44965,1,No
765,51,Viridian City,0.0,Underground Battler,Water,7,0,TimerBall,62,0,0,Aggressive,7,0,84816,1,No
766,69,Cinnabar Island,1.0,Daycare Worker,Electric,76,0,UltraBall,23,0,0,Defensive,6,0,23973,1,No
767,56,Viridian City,1.0,Fisherman,Psychic,61,0,PokéBall,51,4,0,Aggressive,5,0,55105,1,No
768,70,Viridian City,1.0,Underground Battler,Bug,59,0,DarkBall,21,0,0,Aggressive,7,0,84962,1,No
769,58,Fuchsia City,0.0,Gym Leader Assistant,Grass,48,0,GreatBall,37,3,0,Aggressive,14,0,38223,1,No
770,27,Cinnabar Island,1.0,Elite Trainer,Flying,36,1,DuskBall,46,0,0,Aggressive,14,0,79170,0,Yes
771,23,Lavender Town,0.0,Breeder,Fighting,20,0,HealBall,85,1,0,Defensive,6,0,59501,1,No
772,52,Saffron City,0.0,Black Market Dealer,Poison,47,0,NetBall,87,0,1,Unpredictable,18,0,194333,1,Yes
773,29,Cerulean City,1.0,Gym Leader Assistant,Ghost,37,0,HealBall,63,4,0,Aggressive,22,0,31110,1,No
774,49,Cerulean City,1.0,Gym Leader Assistant,Water,15,1,DuskBall,35,3,0,Unpredictable,4,1,113347,0,Yes
775,15,Vermilion City,0.0,Daycare Worker,Poison,84,1,PokéBall,39,8,0,Defensive,30,0,374550,1,Yes
776,48,Cinnabar Island,1.0,Fisherman,Ghost,37,0,DuskBall,24,0,0,Defensive,6,0,70682,1,No
777,52,Vermilion City,1.0,Champion,Bug,73,0,LuxuryBall,53,2,0,Defensive,21,0,89072,1,No
778,28,Lavender Town,1.0,Scientist,Steel,65,0,PokéBall,74,2,0,Defensive,12,0,50088,1,No
779,52,Vermilion City,0.0,Fisherman,Ground,29,0,GreatBall,71,0,0,Aggressive,19,0,10775,1,No
780,55,Pallet Town,2.0,Scientist,Psychic,39,1,TimerBall,80,0,0,Unpredictable,12,1,233490,0,Yes
781,65,Viridian City,0.0,PokéMart Seller,Electric,89,0,TimerBall,46,3,0,Unpredictable,8,0,74958,1,No
782,17,Lavender Town,1.0,Gym Leader Assistant,Dragon,19,0,DuskBall,32,0,0,Unpredictable,19,0,90078,1,No
783,42,Pallet Town,1.0,Nurse,Dark,50,1,TimerBall,42,0,0,Aggressive,4,0,165102,1,Yes
784,53,Pallet Town,1.0,Daycare Worker,Poison,34,0,PokéBall,82,0,0,Unpredictable,9,0,80938,1,No
785,13,Fuchsia City,1.0,Breeder,Grass,52,0,NetBall,30,3,0,Defensive,7,0,45985,1,No
786,13,Celadon City,1.0,Police Officer,Ice,23,0,GreatBall,72,6,0,Aggressive,0,0,93855,1,No
787,54,Vermilion City,0.0,Biker,Rock,16,0,DuskBall,81,4,0,Defensive,2,0,3982,1,No
788,20,Viridian City,1.0,Casino Worker,Fire,60,0,HealBall,65,1,0,Defensive,13,0,28308,1,No
789,60,Lavender Town,0.0,Casino Worker,Water,99,0,UltraBall,21,2,0,Unpredictable,9,0,79338,1,No
790,22,Cerulean City,0.0,Biker,Normal,89,0,UltraBall,70,0,0,Aggressive,0,0,60955,1,No
791,13,Lavender Town,2.0,Daycare Worker,Bug,99,0,GreatBall,23,3,0,Aggressive,2,0,30424,1,No
792,17,Cerulean City,2.0,Researcher,Water,86,0,MasterBall,41,5,0,Unpredictable,17,0,75282,1,No
793,51,Saffron City,1.0,Casino Worker,Fairy,79,0,PokéBall,50,5,0,Defensive,10,0,2652,1,No
794,62,Pewter City,0.0,Fisherman,Rock,30,0,TimerBall,54,2,0,Defensive,23,0,18055,1,No
795,32,Cinnabar Island,0.0,Black Market Dealer,Fire,36,0,DuskBall,35,5,0,Aggressive,21,0,80574,1,No
796,46,Fuchsia City,1.0,Scientist,Fire,61,0,MasterBall,36,1,0,Aggressive,4,0,21036,1,No
797,14,Viridian City,0.0,Nurse,Ghost,12,0,UltraBall,32,6,0,Defensive,2,0,32204,1,No
798,17,Cerulean City,2.0,Black Market Dealer,Rock,69,0,UltraBall,53,3,0,Defensive,3,0,65110,1,No
799,10,Vermilion City,1.0,Scientist,Rock,8,0,NetBall,68,0,0,Unpredictable,20,0,47445,1,No
800,64,Vermilion City,1.0,Researcher,Water,85,0,PokéBall,58,5,0,Aggressive,23,0,67728,1,No
801,11,Lavender Town,1.0,Scientist,Dark,26,0,LuxuryBall,50,5,0,Unpredictable,17,0,49172,1,No
802,69,Vermilion City,1.0,Scientist,Ghost,22,0,DarkBall,30,2,0,Aggressive,17,0,79903,1,No
803,26,Lavender Town,1.0,Elite Trainer,Poison,52,0,LuxuryBall,38,0,0,Defensive,1,0,56313,1,No
804,13,Fuchsia City,1.0,Breeder,Ground,38,0,GreatBall,73,4,1,Unpredictable,16,1,125691,1,Yes
805,56,Saffron City,2.0,Breeder,Water,14,0,MasterBall,33,2,0,Defensive,23,0,45255,1,No
806,31,Fuchsia City,0.0,Fisherman,Poison,87,0,NetBall,47,2,0,Aggressive,3,0,89510,1,No
807,60,Cinnabar Island,2.0,PokéMart Seller,Fighting,31,1,TimerBall,77,5,0,Unpredictable,14,1,232884,0,Yes
808,10,Pewter City,1.0,Breeder,Electric,55,0,PokéBall,53,8,0,Unpredictable,22,0,76684,1,No
809,18,Pallet Town,1.0,Champion,Rock,23,0,HealBall,70,1,0,Defensive,12,0,56442,1,No
810,56,Pallet Town,0.0,Nurse,Steel,78,0,NetBall,39,1,0,Aggressive,12,0,42251,1,Yes
811,47,Cinnabar Island,0.0,Breeder,Ghost,86,0,MasterBall,44,2,0,Defensive,19,0,297640,0,Yes
812,38,Celadon City,1.0,Breeder,Fighting,76,0,LuxuryBall,70,5,0,Unpredictable,23,1,248921,0,Yes
813,64,Fuchsia City,1.0,Police Officer,Psychic,88,0,TimerBall,57,1,0,Aggressive,7,0,90506,1,No
814,32,Cinnabar Island,1.0,Black Market Dealer,Fighting,25,0,NetBall,21,2,0,Unpredictable,19,0,70580,1,No
815,56,Pewter City,1.0,Gym Leader Assistant,Fire,13,0,UltraBall,34,0,0,Unpredictable,19,0,98037,1,No
816,70,Vermilion City,2.0,Police Officer,Steel,21,0,GreatBall,53,1,0,Defensive,22,0,84521,1,No
817,43,Saffron City,1.0,Black Market Dealer,Steel,17,0,PokéBall,40,1,0,Aggressive,5,0,101674,1,Yes
818,50,Celadon City,1.0,Underground Battler,Bug,64,0,UltraBall,66,2,0,Aggressive,24,0,30707,1,No
819,67,Pallet Town,0.0,Scientist,Flying,75,0,UltraBall,58,0,0,Unpredictable,20,0,74440,1,No
820,11,Vermilion City,1.0,Nurse,Grass,90,0,PokéBall,85,4,0,Aggressive,5,0,69426,1,No
821,23,Fuchsia City,1.0,Casino Worker,Ice,34,1,HealBall,57,1,0,Aggressive,8,1,277450,0,Yes
822,57,Viridian City,1.0,Biker,Dragon,77,0,MasterBall,57,1,0,Aggressive,16,0,21514,1,No
823,16,Viridian City,1.0,Daycare Worker,Fire,76,0,DuskBall,57,1,0,Aggressive,29,0,286648,1,Yes
824,13,Saffron City,1.0,Gym Leader Assistant,Dark,27,0,TimerBall,77,0,0,Aggressive,25,0,14661,1,No
825,65,Cerulean City,1.0,Gym Leader Assistant,Fairy,11,0,NetBall,68,0,0,Unpredictable,11,0,19277,1,No
826,20,Viridian City,0.0,Casino Worker,Poison,27,0,PokéBall,29,4,0,Aggressive,5,0,78888,1,No
827,60,Pallet Town,1.0,Elite Trainer,Fairy,44,0,UltraBall,49,4,0,Aggressive,10,0,93831,1,No
828,57,Pallet Town,1.0,Fisherman,Normal,36,0,DuskBall,63,0,0,Defensive,6,0,91036,1,No
829,22,Fuchsia City,0.0,Police Officer,Fairy,37,1,LuxuryBall,37,0,0,Defensive,13,1,384236,0,Yes
830,45,Pallet Town,0.0,Gym Leader Assistant,Rock,9,0,LuxuryBall,21,5,0,Defensive,15,0,52363,1,No
831,18,Viridian City,0.0,Biker,Ground,80,0,NetBall,36,0,0,Unpredictable,11,0,69542,1,No
832,53,Viridian City,1.0,Underground Battler,Psychic,52,0,MasterBall,29,0,0,Unpredictable,18,0,75892,1,No
833,55,Pewter City,0.0,Champion,Psychic,45,1,NetBall,43,5,0,Aggressive,23,1,90876,0,Yes
834,50,Pallet Town,0.0,Nurse,Rock,5,0,NetBall,64,5,0,Defensive,2,0,95978,1,No
835,18,Pewter City,0.0,Rocket Grunt,Rock,98,0,MasterBall,72,2,0,Unpredictable,8,0,12572,1,No
836,40,Lavender Town,1.0,Police Officer,Rock,79,0,DarkBall,79,2,0,Defensive,23,0,99734,1,No
837,22,Celadon City,0.0,Casino Worker,Bug,100,0,PokéBall,63,2,0,Aggressive,4,0,93351,1,No
838,49,Saffron City,0.0,Casino Worker,Grass,54,0,UltraBall,63,5,0,Defensive,16,0,39945,1,No
839,35,Vermilion City,1.0,Breeder,Ice,41,0,DarkBall,45,1,0,Unpredictable,10,0,38688,1,No
840,13,Saffron City,1.0,Biker,Grass,66,0,PokéBall,55,2,0,Defensive,19,0,64437,1,No
841,60,Viridian City,1.0,Police Officer,Fighting,47,0,TimerBall,62,5,0,Unpredictable,9,0,96344,1,No
842,54,Fuchsia City,1.0,Police Officer,Dragon,23,0,UltraBall,27,2,0,Aggressive,15,0,62341,1,No
843,21,Viridian City,1.0,Researcher,Dark,66,0,HealBall,46,1,0,Aggressive,20,0,1680,1,No
844,28,Viridian City,1.0,Researcher,Flying,55,0,UltraBall,65,2,0,Defensive,15,0,85107,1,No
845,28,Lavender Town,0.0,Underground Battler,Water,30,0,MasterBall,56,0,0,Aggressive,17,0,77862,1,No
846,67,Cerulean City,1.0,Researcher,Fighting,29,0,GreatBall,31,3,0,Unpredictable,23,0,63786,1,No
847,14,Viridian City,0.0,Casino Worker,Psychic,87,0,GreatBall,49,3,0,Defensive,15,0,62412,1,No
848,19,Lavender Town,1.0,PokéMart Seller,Grass,72,0,UltraBall,27,0,0,Aggressive,6,0,13516,1,No
849,32,Vermilion City,2.0,Fisherman,Psychic,70,0,UltraBall,69,1,0,Aggressive,9,0,44653,1,No
850,35,Viridian City,1.0,Police Officer,Poison,41,0,MasterBall,38,6,0,Defensive,8,0,99543,1,No
851,26,Saffron City,1.0,Underground Battler,Ice,73,1,UltraBall,74,0,0,Unpredictable,24,0,242233,0,Yes
852,59,Cinnabar Island,0.0,Casino Worker,Normal,69,0,HealBall,33,2,0,Defensive,1,0,79803,1,No
853,34,Celadon City,0.0,Biker,Electric,26,0,PokéBall,37,2,0,Unpredictable,15,0,53856,1,No
854,64,Fuchsia City,1.0,Researcher,Rock,73,0,GreatBall,27,2,0,Aggressive,5,0,75590,1,No
855,36,Viridian City,1.0,Underground Battler,Fighting,21,0,MasterBall,76,2,0,Aggressive,26,0,22741,1,Yes
856,32,Celadon City,1.0,Police Officer,Water,35,0,MasterBall,55,1,0,Unpredictable,3,0,35871,1,No
857,60,Viridian City,2.0,Elite Trainer,Water,5,0,GreatBall,27,4,0,Defensive,25,0,54123,1,No
858,46,Celadon City,1.0,Police Officer,Fire,53,1,MasterBall,41,0,0,Defensive,29,0,251411,0,Yes
859,65,Fuchsia City,1.0,Daycare Worker,Psychic,51,0,MasterBall,81,8,0,Defensive,9,0,69915,1,No
860,38,Vermilion City,2.0,Elite Trainer,Grass,30,0,DarkBall,33,6,0,Aggressive,21,0,72615,1,No
861,10,Celadon City,1.0,Daycare Worker,Fire,19,0,NetBall,44,1,0,Defensive,10,1,132521,0,Yes
862,32,Pewter City,2.0,Casino Worker,Poison,46,0,DuskBall,75,3,0,Unpredictable,13,0,10386,1,No
863,46,Fuchsia City,0.0,Elite Trainer,Psychic,12,0,NetBall,71,0,0,Defensive,7,0,39812,1,No
864,22,Celadon City,0.0,Fisherman,Ghost,26,0,TimerBall,65,0,0,Aggressive,2,0,91991,1,No
865,44,Lavender Town,1.0,Champion,Steel,43,0,NetBall,27,0,0,Aggressive,24,0,36110,1,No
866,22,Cinnabar Island,0.0,Biker,Ice,13,0,UltraBall,43,1,0,Aggressive,13,0,99506,1,No
867,29,Lavender Town,1.0,Daycare Worker,Dragon,87,0,LuxuryBall,49,4,0,Unpredictable,18,0,38877,1,No
868,29,Vermilion City,0.0,Casino Worker,Ice,63,0,DuskBall,46,0,0,Unpredictable,8,0,55148,1,No
869,64,Saffron City,1.0,Police Officer,Flying,24,0,GreatBall,65,3,0,Defensive,3,0,11375,1,No
870,59,Pewter City,1.0,Nurse,Psychic,75,0,GreatBall,54,0,0,Defensive,11,1,233115,0,Yes
871,39,Viridian City,1.0,Scientist,Fairy,23,0,DarkBall,57,0,0,Defensive,5,0,27541,1,No
872,18,Fuchsia City,1.0,Rocket Grunt,Fighting,85,0,GreatBall,66,4,0,Unpredictable,11,0,60595,1,No
873,31,Lavender Town,1.0,Daycare Worker,Steel,44,0,NetBall,42,5,0,Defensive,23,0,44750,1,No
874,14,Cerulean City,1.0,Police Officer,Fairy,14,0,DuskBall,46,0,0,Unpredictable,3,0,1801,1,No
875,59,Celadon City,1.0,Rocket Grunt,Fire,28,0,GreatBall,70,0,0,Unpredictable,25,0,85085,1,No
876,55,Celadon City,1.0,Rocket Grunt,Fairy,91,0,DuskBall,73,3,0,Unpredictable,5,0,83719,1,No
877,14,Fuchsia City,2.0,PokéMart Seller,Flying,94,0,GreatBall,58,7,0,Defensive,24,0,9061,1,No
878,17,Vermilion City,1.0,Nurse,Psychic,64,0,LuxuryBall,43,2,0,Defensive,24,0,43343,1,No
879,21,Pallet Town,1.0,Biker,Steel,51,0,DarkBall,49,6,0,Defensive,11,0,41869,1,No
880,66,Cinnabar Island,0.0,Daycare Worker,Ghost,95,0,UltraBall,33,0,0,Aggressive,3,0,94613,1,No
881,68,Pewter City,0.0,Researcher,Steel,39,0,GreatBall,49,0,0,Unpredictable,7,0,32754,1,No
882,18,Fuchsia City,2.0,Daycare Worker,Rock,13,0,LuxuryBall,44,0,0,Unpredictable,0,0,60843,1,No
883,17,Saffron City,0.0,Breeder,Poison,43,0,NetBall,73,0,0,Defensive,20,0,52223,1,No
884,44,Saffron City,0.0,Underground Battler,Ghost,35,0,NetBall,38,1,0,Defensive,24,0,87400,1,No
885,16,Cerulean City,0.0,Casino Worker,Ground,84,0,MasterBall,72,3,0,Unpredictable,6,0,6132,1,No
886,29,Viridian City,0.0,Police Officer,Ice,60,0,UltraBall,52,1,0,Defensive,21,0,17077,1,No
887,17,Saffron City,1.0,Champion,Fire,48,0,HealBall,35,1,0,Aggressive,10,0,127956,0,Yes
888,40,Cerulean City,1.0,Scientist,Ice,40,0,LuxuryBall,85,1,0,Unpredictable,20,0,77785,1,No
889,60,Celadon City,1.0,Biker,Psychic,95,0,LuxuryBall,54,3,0,Unpredictable,0,0,47603,1,No
890,17,Pewter City,0.0,PokéMart Seller,Fighting,11,0,GreatBall,64,0,0,Defensive,7,0,95530,1,No
891,45,Cinnabar Island,1.0,Underground Battler,Ground,27,0,DarkBall,58,4,0,Unpredictable,12,0,50108,1,No
892,37,Saffron City,0.0,Casino Worker,Fire,53,0,MasterBall,41,2,0,Unpredictable,8,0,53408,1,No
893,14,Pewter City,0.0,Biker,Grass,62,0,PokéBall,74,6,0,Unpredictable,11,0,82998,1,No
894,13,Celadon City,2.0,Nurse,Ice,94,0,TimerBall,81,4,0,Unpredictable,10,0,52370,1,No
895,38,Lavender Town,1.0,Underground Battler,Water,66,0,MasterBall,31,1,0,Defensive,17,0,67099,1,No
896,61,Pallet Town,0.0,Champion,Poison,79,0,UltraBall,58,1,0,Defensive,10,0,6072,1,No
897,23,Viridian City,0.0,Police Officer,Psychic,46,0,DuskBall,21,4,0,Aggressive,14,0,14087,1,No
898,11,Cinnabar Island,1.0,Underground Battler,Dark,28,0,NetBall,70,2,0,Aggressive,24,0,18954,1,No
899,49,Saffron City,1.0,Underground Battler,Rock,38,0,NetBall,48,5,0,Aggressive,8,0,44142,1,No
900,68,Viridian City,0.0,Rocket Grunt,Grass,60,0,PokéBall,57,1,0,Aggressive,18,0,30890,1,No
901,28,Pallet Town,1.0,Nurse,Ice,83,0,MasterBall,46,4,0,Defensive,11,0,12401,1,No
902,53,Fuchsia City,2.0,Gym Leader Assistant,Steel,70,0,UltraBall,54,7,0,Aggressive,12,0,10974,1,No
903,46,Pewter City,2.0,Breeder,Dark,28,0,GreatBall,27,0,0,Aggressive,17,0,60465,1,No
904,65,Lavender Town,1.0,Rocket Grunt,Poison,89,0,GreatBall,81,6,0,Aggressive,20,0,98878,1,No
905,43,Cinnabar Island,1.0,Champion,Steel,34,0,NetBall,28,3,0,Aggressive,3,0,76391,1,No
906,19,Pallet Town,1.0,Underground Battler,Water,28,0,PokéBall,57,0,0,Unpredictable,30,1,251790,0,Yes
907,28,Pewter City,1.0,Underground Battler,Ground,82,1,PokéBall,42,3,0,Unpredictable,5,1,184003,0,Yes
908,48,Fuchsia City,0.0,Gym Leader Assistant,Bug,59,0,GreatBall,65,2,0,Unpredictable,24,0,83861,1,No
909,44,Saffron City,2.0,Scientist,Fighting,16,0,NetBall,34,0,0,Unpredictable,18,0,34205,1,No
910,17,Vermilion City,1.0,Fisherman,Ice,50,0,DarkBall,74,5,0,Defensive,6,0,54230,1,No
911,23,Fuchsia City,1.0,Police Officer,Bug,66,0,LuxuryBall,22,4,0,Unpredictable,11,0,13193,1,No
912,66,Fuchsia City,2.0,Elite Trainer,Water,96,0,MasterBall,28,5,0,Defensive,12,0,41072,1,No
913,68,Lavender Town,1.0,Gym Leader Assistant,Rock,79,0,DuskBall,25,2,0,Unpredictable,16,0,21973,1,No
914,18,Vermilion City,2.0,Elite Trainer,Fairy,100,1,NetBall,42,6,0,Unpredictable,4,0,239120,0,Yes
915,32,Pallet Town,0.0,Champion,Rock,96,0,GreatBall,23,4,0,Unpredictable,18,0,73785,1,No
916,15,Pewter City,1.0,Black Market Dealer,Fighting,56,0,NetBall,63,3,0,Defensive,5,0,80044,1,No
917,51,Pewter City,2.0,Daycare Worker,Poison,47,0,MasterBall,30,2,0,Aggressive,0,0,89450,1,No
918,22,Pallet Town,0.0,Black Market Dealer,Fairy,93,0,GreatBall,74,6,0,Unpredictable,3,0,160452,0,Yes
919,17,Cerulean City,2.0,Champion,Electric,41,0,GreatBall,35,4,0,Unpredictable,17,0,38675,1,No
920,42,Vermilion City,1.0,Scientist,Grass,30,1,HealBall,45,6,0,Unpredictable,15,0,254356,0,Yes
921,43,Pallet Town,1.0,Researcher,Fairy,43,0,UltraBall,50,0,0,Defensive,16,0,36698,1,No
922,69,Vermilion City,0.0,Researcher,Grass,92,0,LuxuryBall,58,0,0,Defensive,19,0,27348,1,No
923,30,Pewter City,0.0,Police Officer,Steel,45,0,MasterBall,44,3,0,Defensive,19,0,274934,1,Yes
924,17,Vermilion City,2.0,Scientist,Water,64,0,MasterBall,75,3,0,Unpredictable,3,0,26567,1,No
925,70,Saffron City,1.0,Underground Battler,Poison,13,0,LuxuryBall,66,5,0,Aggressive,21,0,20202,1,No
926,22,Pallet Town,0.0,Casino Worker,Grass,60,0,DuskBall,73,4,0,Aggressive,17,0,39831,1,No
927,66,Celadon City,1.0,Black Market Dealer,Water,25,0,PokéBall,65,1,0,Unpredictable,11,0,44513,1,No
928,27,Pewter City,0.0,Police Officer,Rock,11,0,HealBall,25,0,0,Defensive,15,0,44415,1,No
929,51,Pewter City,2.0,Biker,Grass,59,0,GreatBall,52,0,0,Defensive,11,0,50050,1,No
930,34,Vermilion City,1.0,Researcher,Water,52,0,HealBall,62,3,0,Unpredictable,13,0,56734,1,No
931,11,Fuchsia City,0.0,Rocket Grunt,Fighting,38,0,HealBall,48,0,0,Unpredictable,4,1,69259,0,Yes
932,22,Celadon City,2.0,Daycare Worker,Poison,50,0,NetBall,73,1,0,Defensive,7,0,95074,1,No
933,66,Pewter City,1.0,Black Market Dealer,Dark,78,1,MasterBall,87,5,0,Unpredictable,30,1,317990,1,Yes
934,20,Viridian City,1.0,Rocket Grunt,Bug,34,0,DarkBall,76,6,0,Aggressive,22,0,75192,1,No
935,18,Fuchsia City,2.0,Elite Trainer,Ground,14,0,HealBall,33,1,0,Defensive,6,0,79094,1,No
936,66,Celadon City,0.0,Underground Battler,Rock,56,0,NetBall,77,1,0,Aggressive,11,0,60104,1,No
937,58,Cerulean City,1.0,Gym Leader Assistant,Electric,22,0,HealBall,63,3,0,Defensive,8,0,197128,1,Yes
938,55,Fuchsia City,2.0,Biker,Fire,94,0,HealBall,63,3,0,Aggressive,1,0,66974,1,No
939,48,Vermilion City,1.0,PokéMart Seller,Fire,17,0,LuxuryBall,24,3,0,Aggressive,8,0,5960,1,No
940,66,Vermilion City,1.0,Police Officer,Grass,45,0,DuskBall,50,1,0,Aggressive,3,0,37,1,No
941,25,Celadon City,1.0,Daycare Worker,Ghost,55,0,MasterBall,75,2,0,Defensive,16,0,34514,1,No
942,51,Pallet Town,0.0,PokéMart Seller,Ground,41,0,MasterBall,60,3,0,Defensive,11,0,54809,1,No
943,45,Cerulean City,1.0,Gym Leader Assistant,Water,7,0,TimerBall,60,3,0,Unpredictable,11,0,57190,1,No
944,21,Vermilion City,0.0,Casino Worker,Rock,42,0,GreatBall,73,4,0,Aggressive,1,0,92442,1,No
945,57,Fuchsia City,0.0,Gym Leader Assistant,Dark,56,0,UltraBall,43,6,0,Defensive,12,0,72289,1,No
946,35,Vermilion City,1.0,Rocket Grunt,Fire,27,0,MasterBall,25,5,0,Aggressive,6,0,91822,1,No
947,14,Fuchsia City,0.0,Underground Battler,Grass,8,0,NetBall,47,1,0,Unpredictable,5,0,62464,1,No
948,48,Pallet Town,1.0,Gym Leader Assistant,Psychic,70,0,HealBall,39,3,0,Unpredictable,17,1,22215,1,Yes
949,13,Cinnabar Island,0.0,Gym Leader Assistant,Electric,25,0,DuskBall,62,0,0,Aggressive,24,0,27396,1,No
950,67,Pewter City,1.0,Black Market Dealer,Poison,90,0,NetBall,44,0,0,Unpredictable,19,0,38531,1,No
951,35,Cerulean City,0.0,Researcher,Bug,53,0,GreatBall,60,1,0,Unpredictable,22,1,115522,1,Yes
952,24,Viridian City,1.0,Elite Trainer,Bug,71,0,LuxuryBall,75,5,0,Defensive,14,0,13938,1,No
953,30,Cerulean City,1.0,Biker,Fighting,8,0,HealBall,66,0,0,Aggressive,9,0,42985,1,No
954,63,Celadon City,0.0,Underground Battler,Poison,52,0,NetBall,44,4,0,Aggressive,5,0,45794,1,No
955,64,Saffron City,0.0,Champion,Normal,66,0,DuskBall,25,4,0,Aggressive,3,0,99706,1,No
956,20,Lavender Town,1.0,Scientist,Fairy,62,0,UltraBall,74,5,0,Defensive,15,0,1222,1,No
957,29,Celadon City,2.0,Breeder,Flying,51,1,GreatBall,42,3,0,Aggressive,23,0,136510,0,Yes
958,65,Saffron City,1.0,Breeder,Ghost,40,0,HealBall,59,0,0,Defensive,15,0,4913,1,No
959,37,Celadon City,0.0,PokéMart Seller,Dark,78,0,HealBall,66,1,0,Defensive,8,0,81048,1,No
960,41,Lavender Town,1.0,Champion,Fire,56,0,NetBall,74,2,0,Defensive,8,0,89832,1,No
961,19,Fuchsia City,2.0,Elite Trainer,Fairy,64,0,DuskBall,62,0,1,Aggressive,20,0,49140,0,Yes
962,56,Lavender Town,1.0,Fisherman,Grass,59,0,TimerBall,35,4,0,Aggressive,9,0,81466,1,No
963,49,Cerulean City,1.0,PokéMart Seller,Psychic,23,0,UltraBall,61,0,0,Aggressive,10,0,8087,1,No
964,53,Fuchsia City,1.0,Casino Worker,Ghost,43,0,NetBall,56,0,0,Aggressive,25,0,95359,0,Yes
965,51,Cerulean City,2.0,Police Officer,Fighting,42,0,MasterBall,22,2,0,Defensive,17,0,14679,1,No
966,67,Vermilion City,1.0,Police Officer,Fighting,54,0,DarkBall,37,0,0,Aggressive,13,0,18633,1,No
967,65,Pewter City,0.0,Daycare Worker,Steel,67,1,HealBall,43,3,0,Defensive,30,0,137760,1,Yes
968,21,Celadon City,1.0,Gym Leader Assistant,Ground,30,0,PokéBall,32,2,0,Aggressive,11,0,91710,1,Yes
969,52,Pallet Town,0.0,Researcher,Dragon,61,0,PokéBall,68,2,0,Unpredictable,10,1,217116,0,Yes
970,29,Saffron City,1.0,Fisherman,Bug,14,1,LuxuryBall,66,0,0,Defensive,18,0,105508,0,Yes
971,58,Pewter City,1.0,Biker,Electric,53,0,PokéBall,39,1,0,Aggressive,23,0,43763,1,No
972,35,Cinnabar Island,1.0,Elite Trainer,Fighting,47,0,PokéBall,73,4,0,Defensive,25,0,56903,1,No
973,27,Fuchsia City,0.0,Rocket Grunt,Steel,44,0,PokéBall,87,1,0,Aggressive,5,1,380548,0,Yes
974,65,Celadon City,1.0,Nurse,Fire,60,0,HealBall,75,2,0,Aggressive,17,0,32082,1,No
975,69,Fuchsia City,0.0,Scientist,Ground,85,0,UltraBall,42,0,0,Defensive,3,0,17403,1,No
976,57,Saffron City,0.0,Champion,Fire,100,1,GreatBall,66,4,0,Aggressive,9,1,375258,0,Yes
977,57,Fuchsia City,1.0,Scientist,Bug,23,0,TimerBall,34,6,0,Defensive,15,0,81483,1,No
978,34,Celadon City,1.0,Champion,Ground,69,0,HealBall,47,2,0,Defensive,4,0,286506,0,Yes
979,59,Celadon City,1.0,Nurse,Fairy,99,0,DarkBall,80,3,0,Aggressive,13,0,79906,1,No
980,70,Viridian City,0.0,Casino Worker,Normal,61,0,DuskBall,79,3,0,Aggressive,14,0,93764,1,No
981,64,Fuchsia City,1.0,Researcher,Electric,13,0,NetBall,43,5,0,Defensive,2,0,69171,1,No
982,47,Pallet Town,0.0,Champion,Grass,87,0,MasterBall,45,0,0,Unpredictable,18,0,97284,1,No
983,17,Pallet Town,0.0,Champion,Poison,35,0,TimerBall,28,4,0,Unpredictable,13,0,80793,1,No
984,54,Pallet Town,1.0,Gym Leader Assistant,Water,5,0,HealBall,61,4,0,Aggressive,19,0,54351,1,No
985,29,Pallet Town,2.0,PokéMart Seller,Water,10,0,DuskBall,37,6,0,Defensive,10,0,85182,1,No
986,46,Cinnabar Island,1.0,Black Market Dealer,Grass,29,0,PokéBall,73,6,0,Unpredictable,18,0,50294,1,No
987,42,Lavender Town,1.0,Breeder,Psychic,68,0,GreatBall,65,1,0,Defensive,2,0,99234,1,No
988,50,Fuchsia City,1.0,Biker,Poison,16,0,TimerBall,66,0,0,Unpredictable,6,0,63035,1,No
